customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C01555,124,2,1584.0,1,1,2,4,Hibernating
C01556,83,3,1863.0,1,2,3,6,At Risk
C01557,36,6,3119.0,3,5,5,13,Champions
C01558,125,1,453.0,1,1,1,3,Hibernating
C01559,73,1,382.0,2,1,1,4,Hibernating
C01560,13,4,1477.0,4,3,2,9,Potential Loyalists
C01561,51,4,2045.0,2,3,3,8,Potential Loyalists
C01562,32,6,2748.0,3,5,4,12,Loyal Customers
C01563,38,4,1735.0,3,3,3,9,Potential Loyalists
C01564,17,7,3499.0,4,5,5,14,Champions
C01565,119,2,1177.0,1,1,2,4,Hibernating
C01566,15,2,1267.0,4,1,2,7,Potential Loyalists
C01568,7,2,763.0,5,1,1,7,Potential Loyalists
C01569,14,3,1405.0,4,2,2,8,Potential Loyalists
C01570,54,4,1838.0,2,3,3,8,Potential Loyalists
C01571,46,3,1399.0,2,2,2,6,At Risk
C01572,67,1,422.0,2,1,1,4,Hibernating
C01573,31,4,1754.0,3,3,3,9,Potential Loyalists
C01574,70,6,3681.0,2,5,5,12,Loyal Customers
C01575,33,6,3631.0,3,5,5,13,Champions
C01576,86,4,2532.0,1,3,4,8,Potential Loyalists
C01577,80,2,1387.0,1,1,2,4,Hibernating
C01578,69,2,878.0,2,1,1,4,Hibernating
C01579,169,1,598.0,1,1,1,3,Hibernating
C01580,74,3,1088.0,2,2,2,6,At Risk
C01581,23,2,1007.0,4,1,1,6,At Risk
C01582,4,6,2228.0,5,5,4,14,Champions
C01583,51,6,3772.0,2,5,5,12,Loyal Customers
C01584,62,2,1329.0,2,1,2,5,At Risk
C01585,31,3,1215.0,3,2,2,7,Potential Loyalists
C01586,78,3,1519.0,1,2,2,5,At Risk
C01587,6,9,4110.0,5,5,5,15,Champions
C01588,4,3,2138.0,5,2,4,11,Loyal Customers
C01589,165,1,514.0,1,1,1,3,Hibernating
C01590,29,2,1446.0,3,1,2,6,At Risk
C01591,48,2,760.0,2,1,1,4,Hibernating
C01592,90,3,1468.0,1,2,2,5,At Risk
C01593,11,2,687.0,4,1,1,6,At Risk
C01594,13,5,2052.0,4,4,3,11,Loyal Customers
C01595,94,3,1620.0,1,2,3,6,At Risk
C01596,53,6,3613.0,2,5,5,12,Loyal Customers
C01597,0,3,1036.0,5,2,1,8,Potential Loyalists
C01598,13,4,2455.0,4,3,4,11,Loyal Customers
C01599,73,3,1656.0,2,2,3,7,Potential Loyalists
C01600,0,5,3189.0,5,4,5,14,Champions
C01601,88,3,1613.0,1,2,3,6,At Risk
C01603,19,5,2173.0,4,4,4,12,Loyal Customers
C01604,2,5,2519.0,5,4,4,13,Champions
C01605,16,11,5552.0,4,5,5,14,Champions
C01606,77,6,2710.0,1,5,4,10,Loyal Customers
C01607,4,4,2278.0,5,3,4,12,Loyal Customers
C01609,28,5,2891.0,3,4,5,12,Loyal Customers
C01610,17,2,1173.0,4,1,2,7,Potential Loyalists
C01611,33,6,2997.0,3,5,5,13,Champions
C01612,39,3,1730.0,3,2,3,8,Potential Loyalists
C01613,8,5,2484.0,5,4,4,13,Champions
C01614,36,4,1647.0,3,3,3,9,Potential Loyalists
C01615,31,1,483.0,3,1,1,5,At Risk
C01616,11,5,2905.0,4,4,5,13,Champions
C01617,84,1,511.0,1,1,1,3,Hibernating
C01618,11,9,3761.0,4,5,5,14,Champions
C01619,107,2,871.0,1,1,1,3,Hibernating
C01620,12,6,2680.0,4,5,4,13,Champions
C01621,16,5,2562.0,4,4,4,12,Loyal Customers
C01622,13,4,2123.0,4,3,3,10,Loyal Customers
C01623,11,3,1877.0,4,2,3,9,Potential Loyalists
C01624,139,1,535.0,1,1,1,3,Hibernating
C01625,0,5,2670.0,5,4,4,13,Champions
C01626,61,5,2623.0,2,4,4,10,Loyal Customers
C01627,33,4,2554.0,3,3,4,10,Loyal Customers
C01628,84,5,2428.0,1,4,4,9,Potential Loyalists
C01629,12,7,4024.0,4,5,5,14,Champions
C01630,17,6,2739.0,4,5,4,13,Champions
C01631,70,1,241.0,2,1,1,4,Hibernating
C01632,35,5,2553.0,3,4,4,11,Loyal Customers
C01633,42,2,718.0,3,1,1,5,At Risk
C01634,19,2,724.0,4,1,1,6,At Risk
C01635,9,5,2791.0,5,4,4,13,Champions
C01636,13,7,3335.0,4,5,5,14,Champions
C01637,159,1,399.0,1,1,1,3,Hibernating
C01638,16,2,980.0,4,1,1,6,At Risk
C01640,1,2,1265.0,5,1,2,8,Potential Loyalists
C01641,94,2,1367.0,1,1,2,4,Hibernating
C01642,30,6,3520.0,3,5,5,13,Champions
C01643,21,7,3636.0,4,5,5,14,Champions
C01644,18,2,1543.0,4,1,2,7,Potential Loyalists
C01645,115,3,1527.0,1,2,2,5,At Risk
C01646,48,4,1931.0,2,3,3,8,Potential Loyalists
C01647,21,6,3426.0,4,5,5,14,Champions
C01648,27,4,2405.0,3,3,4,10,Loyal Customers
C01649,91,1,586.0,1,1,1,3,Hibernating
C01650,17,8,3957.0,4,5,5,14,Champions
C01651,31,5,1916.0,3,4,3,10,Loyal Customers
C01652,152,1,870.0,1,1,1,3,Hibernating
C01653,4,8,3616.0,5,5,5,15,Champions
C01655,33,7,3161.0,3,5,5,13,Champions
C01656,151,2,1381.0,1,1,2,4,Hibernating
C01657,9,1,425.0,5,1,1,7,Potential Loyalists
C01658,17,7,3073.0,4,5,5,14,Champions
C01659,117,2,1682.0,1,1,3,5,At Risk
C01660,38,4,2393.0,3,3,4,10,Loyal Customers
C01661,86,3,1552.0,1,2,2,5,At Risk
C01662,13,1,323.0,4,1,1,6,At Risk
C01663,61,5,2298.0,2,4,4,10,Loyal Customers
C01664,45,3,2007.0,2,2,3,7,Potential Loyalists
C01665,54,5,2425.0,2,4,4,10,Loyal Customers
C01666,10,5,3111.0,5,4,5,14,Champions
C01667,26,7,3159.0,3,5,5,13,Champions
C01668,10,4,1765.0,5,3,3,11,Loyal Customers
C01669,179,1,445.0,1,1,1,3,Hibernating
C01670,130,2,681.0,1,1,1,3,Hibernating
C01671,30,1,360.0,3,1,1,5,At Risk
C01672,25,3,1639.0,3,2,3,8,Potential Loyalists
C01673,7,5,2670.0,5,4,4,13,Champions
C01674,34,2,1262.0,3,1,2,6,At Risk
C01675,19,6,2915.0,4,5,5,14,Champions
C01676,100,4,2281.0,1,3,4,8,Potential Loyalists
C01677,6,3,1009.0,5,2,1,8,Potential Loyalists
C01678,27,3,1194.0,3,2,2,7,Potential Loyalists
C01679,3,6,2848.0,5,5,5,15,Champions
C01680,12,4,2441.0,4,3,4,11,Loyal Customers
C01681,58,3,1468.0,2,2,2,6,At Risk
C01682,60,3,1705.0,2,2,3,7,Potential Loyalists
C01683,49,4,1914.0,2,3,3,8,Potential Loyalists
C01684,100,3,1705.0,1,2,3,6,At Risk
C01685,12,3,996.0,4,2,1,7,Potential Loyalists
C01686,14,6,3312.0,4,5,5,14,Champions
C01687,78,4,1660.0,1,3,3,7,Potential Loyalists
C01688,89,2,923.0,1,1,1,3,Hibernating
C01689,90,1,869.0,1,1,1,3,Hibernating
C01690,38,4,1705.0,3,3,3,9,Potential Loyalists
C01691,69,5,3270.0,2,4,5,11,Loyal Customers
C01692,5,5,2561.0,5,4,4,13,Champions
C01693,65,4,1816.0,2,3,3,8,Potential Loyalists
C01694,51,8,4363.0,2,5,5,12,Loyal Customers
C01695,2,4,1548.0,5,3,2,10,Loyal Customers
C01696,29,3,1189.0,3,2,2,7,Potential Loyalists
C01697,31,3,2054.0,3,2,3,8,Potential Loyalists
C01698,66,2,1003.0,2,1,1,4,Hibernating
C01699,48,5,2695.0,2,4,4,10,Loyal Customers
C01700,31,1,440.0,3,1,1,5,At Risk
C01701,90,3,1127.0,1,2,2,5,At Risk
C01702,79,7,2319.0,1,5,4,10,Loyal Customers
C01703,31,3,1611.0,3,2,3,8,Potential Loyalists
C01704,67,6,3152.0,2,5,5,12,Loyal Customers
C01705,18,4,2574.0,4,3,4,11,Loyal Customers
C01706,78,5,2321.0,1,4,4,9,Potential Loyalists
C01707,20,5,2988.0,4,4,5,13,Champions
C01708,47,4,1744.0,2,3,3,8,Potential Loyalists
C01709,18,4,2574.0,4,3,4,11,Loyal Customers
C01710,86,5,3096.0,1,4,5,10,Loyal Customers
C01711,3,1,243.0,5,1,1,7,Potential Loyalists
C01712,0,4,2664.0,5,3,4,12,Loyal Customers
C01713,52,3,1833.0,2,2,3,7,Potential Loyalists
C01714,66,3,1626.0,2,2,3,7,Potential Loyalists
C01715,11,4,1833.0,4,3,3,10,Loyal Customers
C01716,3,5,2498.0,5,4,4,13,Champions
C01717,25,6,2242.0,3,5,4,12,Loyal Customers
C01718,57,2,604.0,2,1,1,4,Hibernating
C01719,4,3,1160.0,5,2,2,9,Potential Loyalists
C01720,86,5,2554.0,1,4,4,9,Potential Loyalists
C01721,43,4,1823.0,3,3,3,9,Potential Loyalists
C01722,34,3,1797.0,3,2,3,8,Potential Loyalists
C01723,13,4,1950.0,4,3,3,10,Loyal Customers
C01724,45,6,2673.0,2,5,4,11,Loyal Customers
C01725,18,4,2151.0,4,3,4,11,Loyal Customers
C01726,59,5,3458.0,2,4,5,11,Loyal Customers
C01727,41,5,2929.0,3,4,5,12,Loyal Customers
C01728,81,2,1029.0,1,1,1,3,Hibernating
C01729,43,3,1295.0,3,2,2,7,Potential Loyalists
C01730,51,9,5990.0,2,5,5,12,Loyal Customers
C01731,2,4,2074.0,5,3,3,11,Loyal Customers
C01732,63,1,1021.0,2,1,1,4,Hibernating
C01733,166,1,755.0,1,1,1,3,Hibernating
C01734,148,1,811.0,1,1,1,3,Hibernating
C01735,17,3,1661.0,4,2,3,9,Potential Loyalists
C01736,16,1,961.0,4,1,1,6,At Risk
C01737,17,3,1195.0,4,2,2,8,Potential Loyalists
C01738,1,3,1273.0,5,2,2,9,Potential Loyalists
C01739,25,6,2787.0,3,5,4,12,Loyal Customers
C01740,87,2,816.0,1,1,1,3,Hibernating
C01741,9,3,2077.0,5,2,3,10,Loyal Customers
C01742,12,6,2386.0,4,5,4,13,Champions
C01743,18,3,2393.0,4,2,4,10,Loyal Customers
C01744,14,5,2935.0,4,4,5,13,Champions
C01745,106,4,2540.0,1,3,4,8,Potential Loyalists
C01746,79,3,1355.0,1,2,2,5,At Risk
C01747,17,4,1834.0,4,3,3,10,Loyal Customers
C01748,8,7,3743.0,5,5,5,15,Champions
C01749,41,4,2815.0,3,3,5,11,Loyal Customers
C01750,32,3,1481.0,3,2,2,7,Potential Loyalists
C01751,72,4,1936.0,2,3,3,8,Potential Loyalists
C01752,123,1,424.0,1,1,1,3,Hibernating
C01753,16,7,2531.0,4,5,4,13,Champions
C01754,5,5,2141.0,5,4,4,13,Champions
C01755,19,4,2177.0,4,3,4,11,Loyal Customers
C01756,40,5,2535.0,3,4,4,11,Loyal Customers
C01757,9,8,3627.0,5,5,5,15,Champions
C01758,9,4,2454.0,5,3,4,12,Loyal Customers
C01759,50,4,1963.0,2,3,3,8,Potential Loyalists
C01760,68,3,2251.0,2,2,4,8,Potential Loyalists
C01761,4,4,2712.0,5,3,4,12,Loyal Customers
C01762,59,2,938.0,2,1,1,4,Hibernating
C01763,87,4,2038.0,1,3,3,7,Potential Loyalists
C01764,106,4,2264.0,1,3,4,8,Potential Loyalists
C01765,37,4,1765.0,3,3,3,9,Potential Loyalists
C01766,0,3,1573.0,5,2,2,9,Potential Loyalists
C01767,16,2,957.0,4,1,1,6,At Risk
C01768,21,3,1937.0,4,2,3,9,Potential Loyalists
C01769,44,3,1291.0,2,2,2,6,At Risk
C01770,9,2,976.0,5,1,1,7,Potential Loyalists
C01771,95,3,1235.0,1,2,2,5,At Risk
C01772,40,5,2190.0,3,4,4,11,Loyal Customers
C01773,91,5,2410.0,1,4,4,9,Potential Loyalists
C01774,0,5,2741.0,5,4,4,13,Champions
C01775,2,5,2187.0,5,4,4,13,Champions
C01776,73,3,1803.0,2,2,3,7,Potential Loyalists
C01777,20,3,1671.0,4,2,3,9,Potential Loyalists
C01778,16,4,1562.0,4,3,2,9,Potential Loyalists
C01779,17,6,3146.0,4,5,5,14,Champions
C01780,102,4,1757.0,1,3,3,7,Potential Loyalists
C01781,75,1,608.0,1,1,1,3,Hibernating
C01782,32,4,2066.0,3,3,3,9,Potential Loyalists
C01783,61,2,1245.0,2,1,2,5,At Risk
C01784,9,6,2824.0,5,5,5,15,Champions
C01785,5,2,1358.0,5,1,2,8,Potential Loyalists
C01786,48,2,1339.0,2,1,2,5,At Risk
C01788,19,5,2374.0,4,4,4,12,Loyal Customers
C01789,25,3,1581.0,3,2,2,7,Potential Loyalists
C01790,16,3,1648.0,4,2,3,9,Potential Loyalists
C01791,48,3,1062.0,2,2,2,6,At Risk
C01793,131,3,2125.0,1,2,3,6,At Risk
C01794,7,2,1185.0,5,1,2,8,Potential Loyalists
C01795,34,3,1017.0,3,2,1,6,At Risk
C01796,47,3,2500.0,2,2,4,8,Potential Loyalists
C01797,4,1,444.0,5,1,1,7,Potential Loyalists
C01798,116,4,2010.0,1,3,3,7,Potential Loyalists
C01799,44,3,1200.0,2,2,2,6,At Risk
C01800,119,2,877.0,1,1,1,3,Hibernating
C01801,92,4,1632.0,1,3,3,7,Potential Loyalists
C01802,49,5,2798.0,2,4,4,10,Loyal Customers
C01803,0,3,901.0,5,2,1,8,Potential Loyalists
C01804,44,3,1599.0,2,2,3,7,Potential Loyalists
C01805,42,3,2606.0,3,2,4,9,Potential Loyalists
C01806,56,7,4612.0,2,5,5,12,Loyal Customers
C01807,55,3,1262.0,2,2,2,6,At Risk
C01809,2,5,2491.0,5,4,4,13,Champions
C01810,5,6,2486.0,5,5,4,14,Champions
C01811,98,3,1806.0,1,2,3,6,At Risk
C01812,13,3,1880.0,4,2,3,9,Potential Loyalists
C01813,2,4,1584.0,5,3,2,10,Loyal Customers
C01814,55,7,2547.0,2,5,4,11,Loyal Customers
C01815,112,4,2343.0,1,3,4,8,Potential Loyalists
C01816,56,2,1280.0,2,2,2,6,At Risk
C01817,59,3,1648.0,2,2,3,7,Potential Loyalists
C01818,28,8,4876.0,3,5,5,13,Champions
C01819,21,6,3146.0,4,5,5,14,Champions
C01820,0,6,2758.0,5,5,4,14,Champions
C01821,39,3,2101.0,3,2,3,8,Potential Loyalists
C01822,1,3,2274.0,5,2,4,11,Loyal Customers
C01823,41,4,2303.0,3,3,4,10,Loyal Customers
C01824,2,6,2900.0,5,5,5,15,Champions
C01825,4,3,1579.0,5,2,2,9,Potential Loyalists
C01826,23,3,1631.0,4,2,3,9,Potential Loyalists
C01827,83,4,2555.0,1,3,4,8,Potential Loyalists
C01828,68,3,1469.0,2,2,2,6,At Risk
C01829,165,1,463.0,1,1,1,3,Hibernating
C01830,18,2,1669.0,4,2,3,9,Potential Loyalists
C01831,27,3,1674.0,3,2,3,8,Potential Loyalists
C01832,6,5,2820.0,5,4,5,14,Champions
C01833,79,5,3702.0,1,4,5,10,Loyal Customers
C01834,26,4,1908.0,3,3,3,9,Potential Loyalists
C01835,25,4,2156.0,3,3,4,10,Loyal Customers
C01836,16,3,1535.0,4,2,2,8,Potential Loyalists
C01837,25,6,3287.0,3,5,5,13,Champions
C01839,4,7,3767.0,5,5,5,15,Champions
C01840,34,4,1701.0,3,3,3,9,Potential Loyalists
C01841,34,2,1274.0,3,2,2,7,Potential Loyalists
C01842,3,4,1590.0,5,3,2,10,Loyal Customers
C01843,103,2,1060.0,1,2,2,5,At Risk
C01844,40,3,1721.0,3,2,3,8,Potential Loyalists
C01845,8,6,2637.0,5,5,4,14,Champions
C01846,54,4,2292.0,2,3,4,9,Potential Loyalists
C01847,9,3,1269.0,5,2,2,9,Potential Loyalists
C01848,33,6,2943.0,3,5,5,13,Champions
C01849,51,3,1455.0,2,2,2,6,At Risk
C01850,3,9,4901.0,5,5,5,15,Champions
C01851,53,3,1940.0,2,2,3,7,Potential Loyalists
C01852,14,4,1710.0,4,3,3,10,Loyal Customers
C01853,3,8,2979.0,5,5,5,15,Champions
C01854,61,3,1495.0,2,2,2,6,At Risk
C01855,6,5,2290.0,5,4,4,13,Champions
C01856,103,6,3510.0,1,5,5,11,Loyal Customers
C01857,6,3,1770.0,5,2,3,10,Loyal Customers
C01858,15,3,1967.0,4,2,3,9,Potential Loyalists
C01859,40,3,1183.0,3,2,2,7,Potential Loyalists
C01860,6,4,1964.0,5,3,3,11,Loyal Customers
C01861,90,3,1801.0,1,2,3,6,At Risk
C01862,36,4,2356.0,3,3,4,10,Loyal Customers
C01863,14,2,1096.0,4,2,2,8,Potential Loyalists
C01864,65,4,1367.0,2,3,2,7,Potential Loyalists
C01865,118,3,1585.0,1,2,2,5,At Risk
C01866,44,2,1202.0,2,2,2,6,At Risk
C01867,15,2,1186.0,4,2,2,8,Potential Loyalists
C01868,3,5,2424.0,5,4,4,13,Champions
C01869,40,2,1130.0,3,2,2,7,Potential Loyalists
C01870,49,6,2832.0,2,5,5,12,Loyal Customers
C01871,7,4,1823.0,5,3,3,11,Loyal Customers
C01872,99,3,1533.0,1,2,2,5,At Risk
C01873,7,5,2234.0,5,4,4,13,Champions
C01874,69,5,2314.0,2,4,4,10,Loyal Customers
C01875,111,2,851.0,1,2,1,4,Hibernating
C01876,4,7,3719.0,5,5,5,15,Champions
C01877,42,3,1579.0,3,2,2,7,Potential Loyalists
C01878,39,5,2983.0,3,4,5,12,Loyal Customers
C01879,50,6,3875.0,2,5,5,12,Loyal Customers
C01880,12,4,2604.0,4,3,4,11,Loyal Customers
C01881,126,2,819.0,1,2,1,4,Hibernating
C01883,39,4,2043.0,3,3,3,9,Potential Loyalists
C01884,32,9,5400.0,3,5,5,13,Champions
C01885,18,4,1730.0,4,3,3,10,Loyal Customers
C01886,13,5,1937.0,4,4,3,11,Loyal Customers
C01887,25,8,4019.0,3,5,5,13,Champions
C01888,66,3,1287.0,2,2,2,6,At Risk
C01889,26,3,1509.0,3,2,2,7,Potential Loyalists
C01890,41,5,2189.0,3,4,4,11,Loyal Customers
C01891,0,8,3794.0,5,5,5,15,Champions
C01892,37,4,2715.0,3,3,4,10,Loyal Customers
C01893,126,4,2513.0,1,3,4,8,Potential Loyalists
C01894,54,3,1731.0,2,2,3,7,Potential Loyalists
C01895,120,1,692.0,1,1,1,3,Hibernating
C01896,6,2,754.0,5,2,1,8,Potential Loyalists
C01897,11,6,2762.0,4,5,4,13,Champions
C01898,14,5,2074.0,4,4,3,11,Loyal Customers
C01899,72,8,3975.0,2,5,5,12,Loyal Customers
C01900,162,1,908.0,1,1,1,3,Hibernating
C01901,50,2,1787.0,2,2,3,7,Potential Loyalists
C01902,66,7,4201.0,2,5,5,12,Loyal Customers
C01903,14,4,1985.0,4,3,3,10,Loyal Customers
C01904,19,6,3159.0,4,5,5,14,Champions
C01905,13,4,1819.0,4,3,3,10,Loyal Customers
C01906,101,1,410.0,1,1,1,3,Hibernating
C01907,115,1,246.0,1,1,1,3,Hibernating
C01908,8,6,2581.0,5,5,4,14,Champions
C01909,116,1,1001.0,1,1,1,3,Hibernating
C01910,67,3,1626.0,2,3,3,8,Potential Loyalists
C01911,34,3,2574.0,3,3,4,10,Loyal Customers
C01912,58,4,1856.0,2,3,3,8,Potential Loyalists
C01914,21,4,1801.0,4,3,3,10,Loyal Customers
C01915,3,8,4496.0,5,5,5,15,Champions
C01916,9,5,2340.0,5,4,4,13,Champions
C01917,28,2,965.0,3,2,1,6,At Risk
C01918,59,6,3248.0,2,5,5,12,Loyal Customers
C01919,8,2,1071.0,5,2,2,9,Potential Loyalists
C01920,52,3,1463.0,2,3,2,7,Potential Loyalists
C01921,20,3,1376.0,4,3,2,9,Potential Loyalists
C01922,20,2,1148.0,4,2,2,8,Potential Loyalists
C01923,49,4,2657.0,2,3,4,9,Potential Loyalists
C01924,101,2,685.0,1,2,1,4,Hibernating
C01925,1,5,2602.0,5,4,4,13,Champions
C01926,39,4,2059.0,3,3,3,9,Potential Loyalists
C01927,20,5,1990.0,4,4,3,11,Loyal Customers
C01928,99,3,1621.0,1,3,3,7,Potential Loyalists
C01929,8,2,1243.0,5,2,2,9,Potential Loyalists
C01930,59,5,3029.0,2,4,5,11,Loyal Customers
C01931,118,2,775.0,1,2,1,4,Hibernating
C01932,16,4,2177.0,4,3,4,11,Loyal Customers
C01933,1,9,3628.0,5,5,5,15,Champions
C01934,23,5,2097.0,4,4,3,11,Loyal Customers
C01935,17,7,3030.0,4,5,5,14,Champions
C01936,15,4,1593.0,4,3,2,9,Potential Loyalists
C01937,153,1,375.0,1,1,1,3,Hibernating
C01938,132,3,1839.0,1,3,3,7,Potential Loyalists
C01939,29,4,1594.0,3,3,2,8,Potential Loyalists
C01940,2,5,2588.0,5,4,4,13,Champions
C01941,29,4,3092.0,3,3,5,11,Loyal Customers
C01942,41,4,2163.0,3,3,4,10,Loyal Customers
C01943,61,2,1169.0,2,2,2,6,At Risk
C01944,45,2,811.0,2,2,1,5,At Risk
C01945,15,5,3307.0,4,4,5,13,Champions
C01946,39,2,908.0,3,2,1,6,At Risk
C01947,28,7,3837.0,3,5,5,13,Champions
C01948,30,1,330.0,3,1,1,5,At Risk
C01949,14,4,2030.0,4,3,3,10,Loyal Customers
C01950,70,5,2233.0,2,4,4,10,Loyal Customers
C01951,25,2,685.0,3,2,1,6,At Risk
C01952,56,6,2952.0,2,5,5,12,Loyal Customers
C01953,54,2,1165.0,2,2,2,6,At Risk
C01954,28,2,744.0,3,2,1,6,At Risk
C01955,110,2,1423.0,1,2,2,5,At Risk
C01956,27,4,2100.0,3,3,3,9,Potential Loyalists
C01957,69,2,1877.0,2,2,3,7,Potential Loyalists
C01958,5,7,2242.0,5,5,4,14,Champions
C01959,57,7,3619.0,2,5,5,12,Loyal Customers
C01960,2,3,1194.0,5,3,2,10,Loyal Customers
C01961,36,4,2215.0,3,3,4,10,Loyal Customers
C01962,68,4,1498.0,2,3,2,7,Potential Loyalists
C01963,74,5,2586.0,2,4,4,10,Loyal Customers
C01964,5,5,3348.0,5,4,5,14,Champions
C01965,6,3,2134.0,5,3,3,11,Loyal Customers
C01966,112,2,892.0,1,2,1,4,Hibernating
C01967,67,3,1804.0,2,3,3,8,Potential Loyalists
C01968,32,8,4026.0,3,5,5,13,Champions
C01969,36,6,2630.0,3,5,4,12,Loyal Customers
C01970,47,4,2399.0,2,3,4,9,Potential Loyalists
C01971,62,5,2871.0,2,4,5,11,Loyal Customers
C01972,19,6,2766.0,4,5,4,13,Champions
C01973,19,3,1511.0,4,3,2,9,Potential Loyalists
C01974,4,3,1849.0,5,3,3,11,Loyal Customers
C01975,67,5,2727.0,2,4,4,10,Loyal Customers
C01976,7,4,2750.0,5,3,4,12,Loyal Customers
C01977,24,3,1071.0,4,3,2,9,Potential Loyalists
C01978,27,4,2109.0,3,4,3,10,Loyal Customers
C01979,21,1,371.0,4,1,1,6,At Risk
C01980,5,4,1586.0,5,4,2,11,Loyal Customers
C01981,97,3,2102.0,1,3,3,7,Potential Loyalists
C01982,30,3,1470.0,3,3,2,8,Potential Loyalists
C01983,51,3,1278.0,2,3,2,7,Potential Loyalists
C01984,28,2,1247.0,3,2,2,7,Potential Loyalists
C01985,13,2,1280.0,4,2,2,8,Potential Loyalists
C01986,41,3,1764.0,3,3,3,9,Potential Loyalists
C01987,5,6,3146.0,5,5,5,15,Champions
C01988,132,2,1726.0,1,2,3,6,At Risk
C01989,53,4,2248.0,2,4,4,10,Loyal Customers
C01990,40,5,2310.0,3,4,4,11,Loyal Customers
C01991,37,4,2128.0,3,4,3,10,Loyal Customers
C01992,5,4,2083.0,5,4,3,12,Loyal Customers
C01993,15,3,1737.0,4,3,3,10,Loyal Customers
C01994,68,3,1123.0,2,3,2,7,Potential Loyalists
C01995,8,7,2984.0,5,5,5,15,Champions
C01996,158,1,429.0,1,1,1,3,Hibernating
C01997,18,7,3585.0,4,5,5,14,Champions
C01998,82,2,685.0,1,2,1,4,Hibernating
C01999,48,2,1019.0,2,2,1,5,At Risk
C02000,30,5,3582.0,3,4,5,12,Loyal Customers
C02002,111,1,722.0,1,1,1,3,Hibernating
C02003,112,2,1360.0,1,2,2,5,At Risk
C02004,3,4,2492.0,5,4,4,13,Champions
C02005,64,5,2658.0,2,4,4,10,Loyal Customers
C02006,15,4,2406.0,4,4,4,12,Loyal Customers
C02007,10,5,3764.0,5,4,5,14,Champions
C02008,31,5,2300.0,3,4,4,11,Loyal Customers
C02009,142,2,933.0,1,2,1,4,Hibernating
C02010,5,5,2950.0,5,4,5,14,Champions
C02011,81,3,1877.0,1,3,3,7,Potential Loyalists
C02012,26,4,2089.0,3,4,3,10,Loyal Customers
C02013,29,3,1220.0,3,3,2,8,Potential Loyalists
C02014,5,7,3047.0,5,5,5,15,Champions
C02015,146,1,358.0,1,1,1,3,Hibernating
C02016,83,1,876.0,1,1,1,3,Hibernating
C02017,170,1,884.0,1,1,1,3,Hibernating
C02018,33,3,1567.0,3,3,2,8,Potential Loyalists
C02020,20,8,4447.0,4,5,5,14,Champions
C02021,64,3,1341.0,2,3,2,7,Potential Loyalists
C02022,10,7,3444.0,5,5,5,15,Champions
C02023,24,3,1424.0,4,3,2,9,Potential Loyalists
C02024,3,6,2629.0,5,5,4,14,Champions
C02025,7,6,2595.0,5,5,4,14,Champions
C02026,3,6,3141.0,5,5,5,15,Champions
C02027,152,3,1634.0,1,3,3,7,Potential Loyalists
C02028,5,7,3499.0,5,5,5,15,Champions
C02029,62,4,1822.0,2,4,3,9,Potential Loyalists
C02030,18,4,1877.0,4,4,3,11,Loyal Customers
C02031,26,5,1976.0,3,4,3,10,Loyal Customers
C02032,63,3,1402.0,2,3,2,7,Potential Loyalists
C02033,23,3,868.0,4,3,1,8,Potential Loyalists
C02034,93,2,1612.0,1,2,3,6,At Risk
C02035,1,2,666.0,5,2,1,8,Potential Loyalists
C02036,17,6,3284.0,4,5,5,14,Champions
C02037,0,6,3280.0,5,5,5,15,Champions
C02038,44,2,949.0,2,2,1,5,At Risk
C02039,109,1,306.0,1,1,1,3,Hibernating
C02040,37,4,1576.0,3,4,2,9,Potential Loyalists
C02041,51,2,1412.0,2,2,2,6,At Risk
C02042,75,5,3053.0,1,4,5,10,Loyal Customers
C02043,1,10,3500.0,5,5,5,15,Champions
C02044,99,3,1336.0,1,3,2,6,At Risk
C02045,15,6,3590.0,4,5,5,14,Champions
C02046,31,5,2345.0,3,4,4,11,Loyal Customers
C02047,22,3,2153.0,4,3,4,11,Loyal Customers
C02048,73,3,1104.0,2,3,2,7,Potential Loyalists
C02049,19,4,2535.0,4,4,4,12,Loyal Customers
C02050,57,1,427.0,2,1,1,4,Hibernating
C02051,10,2,780.0,5,2,1,8,Potential Loyalists
C02052,26,5,3163.0,3,4,5,12,Loyal Customers
C02053,8,4,1921.0,5,4,3,12,Loyal Customers
C02054,82,1,365.0,1,1,1,3,Hibernating
C02055,55,4,1914.0,2,4,3,9,Potential Loyalists
C02056,142,2,928.0,1,2,1,4,Hibernating
C02057,20,5,1820.0,4,4,3,11,Loyal Customers
C02058,25,6,3839.0,3,5,5,13,Champions
C02059,10,6,3516.0,5,5,5,15,Champions
C02060,22,2,701.0,4,2,1,7,Potential Loyalists
C02061,32,4,2071.0,3,4,3,10,Loyal Customers
C02062,6,4,1720.0,5,4,3,12,Loyal Customers
C02064,14,6,3086.0,4,5,5,14,Champions
C02066,31,5,2750.0,3,4,4,11,Loyal Customers
C02067,31,3,1366.0,3,3,2,8,Potential Loyalists
C02068,14,2,1215.0,4,2,2,8,Potential Loyalists
C02069,53,5,2905.0,2,4,5,11,Loyal Customers
C02070,22,4,2170.0,4,4,4,12,Loyal Customers
C02071,81,3,1350.0,1,3,2,6,At Risk
C02072,100,3,1380.0,1,3,2,6,At Risk
